sample_size,reg,sinkhorn_eucl,sinkhorn_kl,eucl_error,eucl_rel_error,kl_error,kl_rel_error,time,exact_eucl,exact_kl
1000,0.001,6.553510445428401e-08,,0.10096101137615705,99.99993508874266,,,0.05198788642883301,0.10096107691126151,0.04329043455718744
1000,0.005,0.0329706110060215,,0.06799046590524001,67.34324552124122,,,0.12271261215209961,0.10096107691126151,0.04329043455718744
1000,0.01,0.10597052425146103,,0.0050094473401995215,4.96176100082858,,,0.13905572891235352,0.10096107691126151,0.04329043455718744
1000,0.02,0.11556761711835861,,0.014606540207097105,14.46749643918254,,,0.16937756538391113,0.10096107691126151,0.04329043455718744
1000,0.05,0.141179621219635,,0.0402185443083735,39.83569266374119,,,0.1766984462738037,0.10096107691126151,0.04329043455718744
1000,0.1,0.1716172844171524,,0.0706562075058909,69.9836111771998,,,0.16698098182678223,0.10096107691126151,0.04329043455718744
1000,0.2,0.19872668385505676,,0.09776560694379526,96.83494861066619,,,0.14127898216247559,0.10096107691126151,0.04329043455718744
1000,0.5,0.21691054105758667,,0.11594946414632516,114.84570855780146,,,0.22641491889953613,0.10096107691126151,0.04329043455718744
2000,0.001,6.553510445428401e-08,,0.10096101137615705,99.99993508874266,,,0.10155677795410156,0.10096107691126151,0.04329043455718744
2000,0.005,0.0329706110060215,,0.06799046590524001,67.34324552124122,,,0.196533203125,0.10096107691126151,0.04329043455718744
2000,0.01,0.10597052425146103,,0.0050094473401995215,4.96176100082858,,,0.2052628993988037,0.10096107691126151,0.04329043455718744
2000,0.02,0.11556761711835861,,0.014606540207097105,14.46749643918254,,,0.17461824417114258,0.10096107691126151,0.04329043455718744
2000,0.05,0.141179621219635,,0.0402185443083735,39.83569266374119,,,0.1712021827697754,0.10096107691126151,0.04329043455718744
2000,0.1,0.1716172844171524,,0.0706562075058909,69.9836111771998,,,0.2196788787841797,0.10096107691126151,0.04329043455718744
2000,0.2,0.19872668385505676,,0.09776560694379526,96.83494861066619,,,0.20707440376281738,0.10096107691126151,0.04329043455718744
2000,0.5,0.21691054105758667,,0.11594946414632516,114.84570855780146,,,0.20183014869689941,0.10096107691126151,0.04329043455718744
5000,0.001,6.553510445428401e-08,,0.10096101137615705,99.99993508874266,,,0.11427497863769531,0.10096107691126151,0.04329043455718744
5000,0.005,0.0329706110060215,,0.06799046590524001,67.34324552124122,,,0.23805522918701172,0.10096107691126151,0.04329043455718744
5000,0.01,0.10597052425146103,,0.0050094473401995215,4.96176100082858,,,0.3537023067474365,0.10096107691126151,0.04329043455718744
5000,0.02,0.11556761711835861,,0.014606540207097105,14.46749643918254,,,0.2575199604034424,0.10096107691126151,0.04329043455718744
5000,0.05,0.141179621219635,,0.0402185443083735,39.83569266374119,,,0.25577259063720703,0.10096107691126151,0.04329043455718744
5000,0.1,0.1716172844171524,,0.0706562075058909,69.9836111771998,,,0.2934551239013672,0.10096107691126151,0.04329043455718744
5000,0.2,0.19872668385505676,,0.09776560694379526,96.83494861066619,,,0.19700837135314941,0.10096107691126151,0.04329043455718744
5000,0.5,0.21691054105758667,,0.11594946414632516,114.84570855780146,,,0.1897740364074707,0.10096107691126151,0.04329043455718744
